id,quantity,length,width,height,weight,fragile,dest_x,dest_y
101,1,32,13,8,10,0,6.0,25.0
102,1,21,5,9,10,0,65.0,27.0
103,1,35,8,18,10,1,65.0,27.0
104,1,28,11,15,10,1,65.0,27.0
105,1,29,10,12,10,0,40.0,60.0
106,1,32,7,15,10,0,40.0,60.0
107,1,32,12,7,10,0,40.0,60.0
108,1,20,13,13,10,0,70.0,64.0
109,1,27,11,7,10,0,70.0,64.0
110,1,28,15,10,10,1,70.0,64.0
111,1,27,9,17,10,0,64.0,4.0
112,1,17,9,8,10,0,64.0,4.0
113,1,35,13,17,10,0,36.0,6.0
114,1,13,14,13,10,1,36.0,6.0
115,1,20,15,9,10,0,30.0,20.0
116,1,12,8,11,10,0,20.0,30.0
117,1,21,8,9,10,1,20.0,30.0
118,1,20,15,7,10,0,15.0,5.0
119,1,35,14,14,10,0,50.0,70.0
120,1,30,5,7,10,0,50.0,70.0
121,1,29,8,15,10,0,57.0,72.0
122,1,15,13,17,10,0,57.0,72.0
123,1,19,12,13,10,0,45.0,42.0
124,1,23,5,11,10,0,45.0,42.0
125,1,27,8,15,10,1,38.0,33.0
126,1,15,11,10,10,1,38.0,33.0
127,1,18,6,17,10,0,50.0,4.0
128,1,21,12,7,10,0,50.0,4.0
129,1,14,8,12,10,0,50.0,4.0
130,1,31,12,16,10,0,66.0,8.0
131,1,23,12,13,10,0,66.0,8.0
132,1,13,12,12,10,0,66.0,8.0
133,1,23,14,18,10,0,59.0,5.0
134,1,31,13,10,10,0,59.0,5.0
135,1,19,5,17,10,1,59.0,5.0
136,1,29,15,12,10,0,35.0,60.0
137,1,20,13,12,10,0,35.0,60.0
138,1,14,11,7,10,0,35.0,60.0
139,1,14,9,9,10,0,27.0,24.0
140,1,25,8,15,10,1,27.0,24.0
141,1,29,7,14,10,1,27.0,24.0
142,1,13,8,10,10,0,40.0,20.0
143,1,25,8,6,10,1,40.0,20.0
144,1,13,14,15,10,0,40.0,37.0
145,1,20,5,6,10,0,40.0,37.0
