id,quantity,length,width,height,weight,fragile,dest_x,dest_y
57,1,33,10,8,10,0,31.0,76.0
58,1,28,7,9,10,0,31.0,76.0
59,1,14,11,15,10,1,31.0,76.0
60,1,33,11,16,10,0,22.0,53.0
61,1,21,6,16,10,1,22.0,53.0
62,1,27,15,9,10,0,26.0,29.0
63,1,24,9,15,10,0,26.0,29.0
64,1,24,11,9,10,0,50.0,40.0
65,1,15,15,17,10,0,55.0,50.0
66,1,17,14,10,10,1,55.0,50.0
67,1,19,15,9,10,0,54.0,10.0
68,1,34,8,16,10,0,60.0,15.0
69,1,12,10,8,10,0,60.0,15.0
70,1,14,6,7,10,1,60.0,15.0
71,1,20,14,10,10,0,47.0,66.0
72,1,18,12,10,10,0,47.0,66.0
73,1,35,6,9,10,1,47.0,66.0
74,1,18,13,12,10,0,30.0,60.0
75,1,15,6,9,10,0,30.0,60.0
76,1,21,6,16,10,0,30.0,50.0
77,1,28,9,7,10,1,30.0,50.0
78,1,26,8,12,10,0,12.0,17.0
79,1,31,9,14,10,1,12.0,17.0
80,1,29,13,10,10,1,12.0,17.0
81,1,33,7,15,10,0,15.0,14.0
82,1,27,15,9,10,0,16.0,19.0
83,1,21,11,12,10,1,21.0,48.0
84,1,32,10,8,10,1,21.0,48.0
85,1,13,7,9,10,1,21.0,48.0
86,1,31,14,9,10,0,50.0,30.0
87,1,16,8,12,10,0,50.0,30.0
88,1,35,6,8,10,1,50.0,30.0
89,1,34,11,17,10,0,51.0,42.0
90,1,34,7,17,10,0,51.0,42.0
91,1,18,13,13,10,0,50.0,15.0
92,1,30,6,16,10,1,50.0,15.0
93,1,19,8,16,10,0,48.0,21.0
94,1,15,11,9,10,0,48.0,21.0
95,1,21,8,9,10,0,12.0,38.0
96,1,35,9,7,10,0,15.0,56.0
97,1,18,13,14,10,1,15.0,56.0
98,1,35,7,13,10,0,29.0,39.0
99,1,15,12,11,10,0,54.0,38.0
100,1,25,10,7,10,0,54.0,38.0
101,1,31,11,17,10,0,55.0,57.0
102,1,24,7,17,10,0,55.0,57.0
103,1,22,12,9,10,0,55.0,57.0
104,1,18,12,15,10,0,67.0,41.0
105,1,35,5,14,10,0,67.0,41.0
106,1,34,12,13,10,1,67.0,41.0
107,1,34,11,18,10,0,10.0,70.0
108,1,23,10,15,10,0,10.0,70.0
109,1,36,7,11,10,0,6.0,25.0
110,1,20,8,16,10,0,6.0,25.0
111,1,23,8,12,10,0,65.0,27.0
112,1,18,7,7,10,0,65.0,27.0
113,1,35,11,8,10,0,40.0,60.0
114,1,34,5,12,10,0,40.0,60.0
115,1,23,11,18,10,1,40.0,60.0
116,1,29,12,8,10,0,70.0,64.0
117,1,20,6,17,10,0,70.0,64.0
118,1,24,8,7,10,0,70.0,64.0
119,1,16,8,7,10,0,64.0,4.0
120,1,24,7,8,10,0,36.0,6.0
121,1,34,14,9,10,1,36.0,6.0
122,1,17,13,14,10,1,36.0,6.0
123,1,33,12,8,10,1,30.0,20.0
124,1,30,14,8,10,0,20.0,30.0
125,1,31,12,7,10,0,20.0,30.0
126,1,24,7,7,10,0,20.0,30.0
127,1,18,11,10,10,0,15.0,5.0
128,1,13,8,11,10,0,15.0,5.0
129,1,15,6,10,10,1,15.0,5.0
130,1,34,11,7,10,0,50.0,70.0
131,1,16,10,13,10,0,50.0,70.0
132,1,26,12,6,10,0,50.0,70.0
133,1,19,11,18,10,0,57.0,72.0
134,1,13,12,12,10,0,57.0,72.0
135,1,19,9,16,10,1,57.0,72.0
136,1,23,11,15,10,0,45.0,42.0
137,1,17,8,13,10,0,45.0,42.0
138,1,18,8,7,10,0,45.0,42.0
139,1,27,6,18,10,0,38.0,33.0
140,1,22,11,7,10,0,38.0,33.0
141,1,18,6,10,10,1,38.0,33.0
142,1,28,11,10,10,0,50.0,4.0
143,1,26,13,14,10,1,50.0,4.0
144,1,20,8,13,10,0,66.0,8.0
145,1,27,13,13,10,0,59.0,5.0
146,1,21,12,13,10,0,59.0,5.0
147,1,18,5,8,10,0,59.0,5.0
148,1,23,12,7,10,0,35.0,60.0
149,1,18,8,6,10,0,27.0,24.0
150,1,18,9,14,10,0,40.0,20.0
151,1,18,6,18,10,1,40.0,20.0
152,1,22,7,7,10,1,40.0,20.0
153,1,30,10,7,10,0,40.0,37.0
154,1,34,15,13,10,1,40.0,37.0
