id,quantity,length,width,height,weight,fragile,dest_x,dest_y
79,1,30,5,8,10,0,16.0,19.0
80,1,31,12,15,10,0,21.0,48.0
81,1,17,12,11,10,0,21.0,48.0
82,1,16,8,8,10,0,21.0,48.0
83,1,25,12,11,10,0,50.0,30.0
84,1,28,9,13,10,0,50.0,30.0
85,1,28,12,12,10,1,50.0,30.0
86,1,19,13,10,10,0,51.0,42.0
87,1,18,7,8,10,0,51.0,42.0
88,1,20,6,9,10,1,51.0,42.0
89,1,24,8,10,10,0,50.0,15.0
90,1,18,6,15,10,1,50.0,15.0
91,1,29,5,10,10,1,50.0,15.0
92,1,21,11,17,10,0,48.0,21.0
93,1,12,9,17,10,0,48.0,21.0
94,1,20,8,10,10,1,48.0,21.0
95,1,30,7,11,10,0,12.0,38.0
96,1,28,12,6,10,0,12.0,38.0
97,1,17,7,11,10,0,12.0,38.0
98,1,36,15,8,10,0,15.0,56.0
99,1,31,9,10,10,0,15.0,56.0
100,1,19,6,11,10,0,15.0,56.0
101,1,19,11,15,10,0,29.0,39.0
102,1,29,6,15,10,0,29.0,39.0
103,1,36,10,13,10,0,54.0,38.0
104,1,17,14,15,10,0,54.0,38.0
105,1,19,9,16,10,0,54.0,38.0
106,1,16,9,7,10,0,55.0,57.0
107,1,36,8,16,10,1,55.0,57.0
108,1,17,9,13,10,0,67.0,41.0
109,1,25,8,13,10,1,10.0,70.0
110,1,16,13,17,10,0,6.0,25.0
111,1,27,13,10,10,0,6.0,25.0
112,1,18,9,10,10,1,6.0,25.0
113,1,22,11,11,10,0,65.0,27.0
114,1,18,10,12,10,0,65.0,27.0
115,1,24,14,10,10,1,65.0,27.0
116,1,30,10,14,10,1,40.0,60.0
117,1,16,7,7,10,1,40.0,60.0
118,1,28,13,13,10,0,70.0,64.0
119,1,19,9,7,10,1,70.0,64.0
120,1,33,11,18,10,0,64.0,4.0
121,1,30,12,15,10,0,36.0,6.0
122,1,34,10,16,10,1,36.0,6.0
123,1,32,9,8,10,0,30.0,20.0
124,1,19,8,14,10,0,30.0,20.0
125,1,14,9,8,10,0,30.0,20.0
126,1,18,11,12,10,0,20.0,30.0
127,1,16,15,7,10,0,20.0,30.0
128,1,23,14,10,10,0,15.0,5.0
129,1,25,12,16,10,1,15.0,5.0
130,1,18,8,9,10,0,50.0,70.0
131,1,34,14,12,10,0,57.0,72.0
132,1,34,8,9,10,0,57.0,72.0
133,1,23,5,10,10,0,57.0,72.0
134,1,35,7,16,10,0,45.0,42.0
135,1,26,5,9,10,0,45.0,42.0
136,1,33,7,16,10,0,38.0,33.0
137,1,16,9,11,10,0,38.0,33.0
138,1,16,13,7,10,0,38.0,33.0
139,1,32,5,16,10,0,50.0,4.0
140,1,21,15,6,10,0,50.0,4.0
141,1,30,6,15,10,0,66.0,8.0
142,1,33,7,9,10,0,59.0,5.0
143,1,12,7,6,10,0,59.0,5.0
144,1,19,10,9,10,1,35.0,60.0
145,1,35,14,17,10,0,27.0,24.0
146,1,24,10,9,10,0,27.0,24.0
147,1,33,13,13,10,0,40.0,20.0
148,1,34,13,6,10,0,40.0,20.0
149,1,33,8,18,10,1,40.0,37.0
